X,Y
93.7136636485752,7.21837843958436
93.8102915511552,7.00040101914306
93.8409047395075,7.28800133438201
93.7674700957796,7.39876602839973
93.6887961813139,7.4026924798925
93.6887788999182,7.34429788911492
93.6486108631319,7.47305589207001
93.6331615291418,7.47803626178096
93.5460300147279,7.5178291000939
93.380245998318,7.94904624313629
93.5481374991974,7.97884936321901
93.5855175116283,8.08176536419591
93.4954135201547,8.11568014812712
93.234654419887,8.24318265920302
93.1065763963884,8.27452397496184
93.6421152822717,8.39392033056259
93.6506800252412,8.39192254344939
93.6349324295816,8.3968050401949
93.0461996876478,8.45584500994481
93.6307021272913,8.49934301817767
93.608061792574,8.58061190538784
92.7732225710488,9.18775781812042
92.4889357843732,10.7043474152808
92.6135182010252,10.9330663708438
92.2215572895604,10.9780169441171
92.6643105890709,10.987876368854
92.7244176946011,11.1428313034244
92.7311790881677,11.1458027631177
92.6759086804441,11.1839815411709
92.7008547583701,11.2661427042277
92.7196899946316,11.3175234587276
92.5487065498194,11.395812665309
92.5596051844502,11.3942925230259
92.6115823728521,11.5077934187299
92.6510053541607,11.432124212687
92.6036606074588,11.5298065849726
92.5603602423896,11.5294288441956
92.6283022768041,11.5458012398175
92.6126440279499,11.5474057435402
92.5746027619868,11.5666415752574
92.5660643017466,11.5693072558427
92.5923609204086,11.5553466258343
92.5783702300139,11.5836519264913
92.6098489119293,11.5756272968806
92.593810069541,11.5898238578404
92.2386454864025,11.5564997080167
92.5486051911883,11.5805192396632
92.6970087092035,11.6621941531817
92.7623958683405,11.6757949128344
93.082015172464,11.7848397082246
93.0419817418664,11.8315549348909
92.5974870930667,11.9122960044326
92.5671718025501,11.9474666770766
92.727658462186,11.9508710423676
92.7432770341626,11.9666022886279
92.7523023260356,11.956615816583
92.6011633614234,11.9527453807487
92.5832469972628,11.9794922254614
92.773775204568,12.0154885044288
92.9963415210976,11.9627594488952
92.9705287393726,12.0644652160866
92.9805761645706,12.0770386852642
92.7407368751211,12.1111866112273
92.9536633653503,12.1002267358851
93.0008585393693,12.1145545863994
93.0974106917582,12.1353401991868
93.1167511144508,12.139394976552
92.9773662813903,12.1310811814207
92.845028399643,12.1497628851833
93.0203666613716,12.1063926333716
92.7608062795145,12.1741237801788
92.7289247799519,12.1871458146424
93.0671574267272,12.1478129465747
92.6815919342928,12.2197259271402
92.9296355330026,12.2107348943194
92.6656489628727,11.8588769969137
92.7482516792078,12.2118230207266
92.8807069678819,12.2478002944397
92.697699584096,12.2472415344773
92.8646401671373,12.2432619111611
92.8809691898001,12.2332242184364
93.082009716462,12.2331273331615
92.9006135807587,12.2607501949935
92.7374715018126,12.2725412405937
93.0261511140851,12.2768091945749
92.742844215445,12.2684561696542
92.7364086627915,12.2871737292739
92.760317056791,12.2797942214665
92.7535496696307,12.2935589902798
93.863314913082,12.2801439777661
92.7693834811056,12.2917703955564
92.8787159225922,12.2958759732004
92.764776447213,12.2980463477252
92.7087169460046,12.2649931706058
92.9266710726848,12.2706393150635
92.8116112834398,12.1886240709416
93.0691551997827,12.317258079813
92.9119883788058,12.3336535377307
92.9057993028725,12.3396187042546
92.9129644667643,12.3467780009783
92.8963219214157,12.3938775747274
92.871163136002,12.3914993354847
92.8980714215178,12.4095494504914
92.8891135029194,12.4135802156099
92.8640372216575,12.4167088478562
92.9018150879257,12.4232845199022
92.83655082892,12.420608151152
92.9343325393637,12.3967732510203
92.6751680129861,12.5321296900526
92.7021332166542,12.6397616518927
92.7268049150148,12.7321027221887
92.7261586558703,12.7528321528781
92.7172726028646,12.7740608973448
92.7165852279676,12.776060715317
92.7162610971898,12.7831934723018
92.7204888120916,12.7747331829818
92.7157913491836,12.7960608032104
92.7162697417643,12.800163536343
92.7167891940903,12.8035963910977
92.710887363248,12.7749903844275
92.7264729315824,12.8353497844014
92.7645183489256,12.8535119166493
92.7304692757715,12.8558880864578
92.7188232367769,12.8492237313298
92.7772022050561,12.8659089018169
92.7639364089527,12.8638902650698
92.7587948924661,12.8775480245608
92.786713115595,12.8876786861243
92.8927277573605,12.898927143504
92.7553909018324,12.9016818309011
92.7578284731081,12.9131310720792
92.8643186551493,12.9136964938119
92.7802919415993,12.9043996162035
92.767498800812,12.9173070361034
92.9345827023647,12.9165528660266
92.7648699020031,12.9216280910794
92.8315314004863,12.6115854969441
92.8873830279897,12.9286542975953
92.7725140252251,12.9246125108876
92.8917584544157,12.9323157208988
92.8667738166141,12.9253207139448
92.7636363368731,12.9305942497579
92.8910265308818,12.9365384843922
92.9019642917926,12.940365290978
92.6937839993106,12.8876386447935
92.9705156429958,12.9654628424629
92.9880811752144,12.9997046319243
92.911555257389,13.0037851397621
92.9097924080828,13.0074572887794
92.9482885270362,13.0233272892474
92.9277777770202,13.0122323412218
92.9166029378362,13.0439610014528
92.9329387735614,13.0513971163339
92.9149332048978,13.062649092234
92.7294262701376,13.0930668319413
92.7020865630135,13.0845057997861
92.7952413516514,13.1693699503122
93.0591548071033,13.2240686720527
93.0154103968103,13.2844110669759
93.0751675904222,13.3007952942186
93.0191893350004,13.3151436848054
93.0082597865702,13.3364717920261
92.9667138812605,13.3356323109613
93.0145011096501,13.3381787322588
93.0373430309776,13.342304182146
93.0178912577517,13.3412635898274
93.0757075694733,13.3646911144791
93.0819160442036,13.3682766076073
93.0622840798169,13.3849378358435
92.8658258743177,13.4127245864364
92.8154953997386,13.411471174326
93.0899423913922,13.4147612272025
93.0689083752722,13.4220067990233
93.099939304584,13.4339130605149
92.8334812240387,13.4306004176794
94.2620628901514,13.4509543640061
92.8701405660698,13.5077146209192
92.917108220802,13.5111710414848
92.9085971521933,13.5338904761906
92.8762010213339,13.5379696540836
93.0060343061105,13.558060802233
93.0542099832574,13.563321939968
92.9393986073724,13.227883709803
92.8897392878555,13.5876797068459
93.049020244934,13.6378629886192
93.0038244352594,13.6514845290468
95.0319973204637,28.0551153879274
89.7383597489814,26.306419172429
90.7626504202465,26.0522244567876
84.5027604195394,24.2747779410849
86.1253348514596,25.9026576312273
76.7805118652622,30.7301835612884
81.5089971128213,20.9491410533812
73.0081133179131,20.2065086999753
72.8401680929537,20.4221542264431
71.0131969663695,20.7395890766226
70.9308338088013,20.7194485893445
70.9972682934723,20.7344483795273
71.146013592541,20.7648644677523
74.1126916921068,14.7555364028836
74.1041972217462,15.3477390085758
71.7001399923168,20.9972223927739
71.7100009850953,20.9981079100025
72.6515279933735,21.0706950261939
72.679442994099,21.09708300905
72.6711124939465,21.1068069997702
72.700416494076,21.1173610128996
72.6868054941283,21.1229169963696
72.1019439944461,21.2698619998535
72.5870774941702,21.3380579998277
72.5812484939229,21.362640997224
72.5954164935905,21.3772210000538
72.621249994092,21.4063904997471
72.63486149429,21.4147209999526
72.6698589266982,21.4425029752355
72.6930207597164,21.4614719394336
72.6579847479764,21.4708115161118
72.6711549143506,21.5148232139148
72.6743170209773,21.5206682245341
72.6745983063131,21.5211735410777
72.6948204156937,21.5273128175868
72.7064309357799,21.5324717714709
72.6852260829813,21.5407718910975
72.3572229940659,21.5966639996997
72.5833314937535,21.627501499818
72.6065334942018,21.6236120035455
72.6106949943286,21.6309749999694
72.6155539940217,21.6369459996448
72.5958329941363,21.628194999934
72.6183319940876,21.6388895002766
72.5994464940605,21.6391669965527
72.7488020871171,21.6439427163724
72.7502181956741,21.6461280319641
72.7056878076167,21.6515217284508
72.8199324618264,21.6586916160106
72.8210391129483,21.6592072182668
72.8213480966214,21.6594496138845
72.8218534710984,21.6597837524934
72.7316659940976,21.6545820261268
72.2631927442548,21.7406932412827
72.2618361187503,21.7433226889509
72.2616085218694,21.7436782199439
72.2608596697781,21.7449989967242
72.2763899939079,21.7286099940434
72.2572510304112,21.7538880001591
72.5436341728003,21.7532984843719
72.2555064046144,21.7574259155223
72.2551566296258,21.7582490405891
72.2548746582137,21.758813111116
72.2543878598486,21.7596515442334
72.5476688183536,21.7697393590748
72.2496228475508,21.7736541969254
72.249350243894,21.7742387618215
72.24904746288,21.7749255340497
72.554585500528,21.7976253711947
